"RR"
830.556
797.222
808.333
783.333
758.333
744.445
758.333
813.889
797.222
841.667
802.778
816.667
791.667
800
750
733.333
730.556
758.333
797.222
775
786.111
855.556
902.537
954.978
1013.89
894.445
816.667
783.333
788.889
775
777.778
788.889
800
819.444
791.667
747.222
766.667
783.333
816.667
869.444
880.556
844.445
808.333
805.556
752.778
750
752.778
769.444
802.778
838.889
794.444
763.889
786.111
811.111
744.445
830.556
825
819.444
802.778
780.555
750
755.556
750
791.667
752.778
755.556
777.778
794.444
797.222
822.222
805.556
802.778
794.444
780.555
750
744.445
791.667
791.667
785.361
779.155
773.046
767.032
761.111
744.445
730.556
716.667
708.333
713.889
733.333
788.889
825
775
783.333
808.333
738.889
794.444
905.556
866.667
758.333
858.333
836.111
861.959
889.456
918.765
950.072
983.587
1019.55
1058.25
1100
1038.89
941.667
861.111
819.444
813.889
808.333
750
758.333
794.444
865.214
949.825
1052.78
1008.33
863.889
800
783.333
780.555
788.889
736.111
733.333
736.111
741.667
775
844.445
755.556
786.111
772.222
817.214
867.773
925
891.667
836.111
750
736.111
733.333
780.555
750
803.231
864.595
936.111
869.444
838.889
750
744.445
766.667
772.222
808.333
761.111
752.778
763.889
825
750
777.778
824.249
876.626
936.111
894.445
838.889
811.111
725
766.667
800
819.444
886.111
866.667
847.222
855.556
838.889
836.111
755.556
752.778
766.667
747.222
820.231
909.052
1019.44
1019.44
952.778
911.111
863.889
838.889
841.667
830.556
819.444
805.556
741.667
730.556
722.222
736.111
813.889
875
772.222
770.148
768.084
766.032
763.991
761.96
759.94
757.931
755.933
753.945
751.967
750
794.444
794.444
822.222
822.222
883.333
777.778
738.889
736.111
769.444
727.778
808.333
832.368
857.876
884.997
913.889
830.556
788.889
797.222
783.333
791.667
800
788.889
827.778
793.705
762.326
733.333
758.333
794.444
766.667
761.111
791.667
800
808.333
813.889
761.111
747.222
741.667
786.098
836.193
893.107
958.333
866.667
850
808.333
802.778
744.445
755.556
822.222
925
855.556
819.444
861.111
852.778
875
877.778
811.111
786.111
758.333
755.556
775
877.778
894.941
912.789
931.363
950.709
970.875
991.916
1013.89
1019.44
997.222
916.667
800
775
741.667
741.667
752.778
833.333
811.111
888.889
897.92
907.136
916.543
926.148
935.956
945.974
956.208
966.667
1088.89
1063.89
1019.44
1008.33
925.294
854.891
794.444
772.222
788.889
780.555
775
844.445
780.555
861.111
833.333
852.778
877.778
863.889
761.111
758.333
772.222
830.556
808.333
763.889
822.222
845.132
869.356
895.009
922.222
850
827.778
808.333
805.556
808.333
797.222
808.333
752.778
747.222
758.333
786.111
763.889
766.667
813.889
861.111
847.222
850
819.444
825
808.333
797.222
741.667
727.778
738.889
744.167
749.52
754.952
760.462
766.054
771.728
777.488
783.333
813.889
811.111
827.778
822.222
852.778
836.111
900
886.111
858.333
855.556
805.556
741.667
744.445
763.889
798.871
837.21
879.415
926.101
978.023
1036.11
1011.11
891.667
788.889
772.222
725
719.444
719.444
782.768
858.314
950
991.667
961.111
841.667
797.222
805.556
772.222
780.555
766.667
802.778
727.778
750
747.148
744.318
741.509
738.722
735.955
733.209
730.483
727.778
763.889
741.667
811.111
862.109
919.95
986.111
1019.44
1044.44
1005.56
997.222
858.333
783.333
758.333
763.889
783.333
783.333
802.778
825
805.556
730.556
738.889
783.333
836.111
800
791.667
794.444
766.667
772.222
761.111
752.778
766.667
797.222
822.222
822.222
811.111
738.889
741.667
783.333
811.111
847.222
775
819.444
797.222
802.778
802.778
741.667
747.222
766.667
730.556
825
936.111
925
883.333
847.222
819.444
822.222
791.667
786.111
775
800
802.778
808.333
819.444
836.111
850
788.889
744.445
738.889
783.333
833.333
927.778
891.667
850
800
805.556
827.778
827.778
825
855.556
813.889
744.445
733.333
749.172
765.71
782.995
801.078
820.016
839.871
860.711
882.612
905.657
929.937
955.556
925
908.333
