"RRts"
916.667
932.788461293451
929.839406637948
928.110213122606
891.282762664884
912.112694783401
901.771072962869
927.370729620959
910.652905192428
915.030038624197
900.530615712263
914.457366806578
917.725634798266
949.575453023357
970.281301697781
922.135152323357
903.53879502315
915.282517965892
893.841087325045
888.693446841989
909.708182708697
908.882921399669
881.546915193967
861.603389739411
859.300748997789
860.821178018755
877.662741172339
872.015122357522
897.037043495638
906.443624083227
917.829961456305
909.460931028103
913.840946995126
938.354407688879
954.840137034761
936.033313943972
923.169330837683
891.235429854006
927.676870789046
971.795435819226
980.570956461397
980.498052588981
987.408082490557
1024.85764588328
1037.93767098666
993.771647045053
943.090575324667
890.616620043159
903.672606660244
903.099007801133
932.029329408426
946.727400448159
942.79392297519
952.350612906753
967.091854541394
968.978406327878
951.898824929542
897.032936163101
878.065519489185
868.915198852021
863.385815823349
893.496129035363
922.616305175613
914.018707007473
915.257650785105
915.030321815557
922.716153837104
899.002750907914
867.068583873525
899.941873578631
931.297802474062
984.706558246483
1018.41774286108
959.833155907185
905.313398896521
956.989167457091
996.166202191322
999.255289373345
959.973057146654
922.321561091843
901.662609977132
901.95452408715
903.054827380217
896.347757243648
934.257399375613
951.248685030926
990.11064698356
986.225733917066
983.955951863699
985.79884439091
973.709694834578
946.009152365387
939.423820733131
938.941419926558
909.949079037977
888.078710953365
889.617583865375
905.466324170754
896.588852386956
912.965624403492
947.08800380357
942.722063430324
921.410636185018
896.675689326654
900.096691568094
885.784536651609
906.009618106043
939.160962411754
889.760056743157
865.686821848511
873.876176897851
861.116117059657
853.491355647119
874.77994411316
918.892309500747
890.199582681727
878.069179039788
879.21906437342
875.420857565784
880.526510178135
902.795144955632
873.109697704583
874.999862017856
856.441660123921
863.940871144482
900.054272388072
927.89282577798
966.435435852511
951.196447499712
981.526146806734
1004.05303610604
1002.54635174869
997.30043647118
962.195067462544
952.981695715779
959.928686008238
895.849610925007
889.444263850709
898.742504636156
896.453479073324
899.053121814635
884.734742750619
915.707932314817
870.780933182209
897.983240092641
905.575539894248
901.678735208324
933.74078650758
925.85159241494
921.87344333905
